Date,A,AAPL,FB,T,TSLA
2017-06-20,58.098201751708984,34.36943435668945,152.25,28.581329345703125,74.447998046875
2017-06-21,57.57817459106445,34.573272705078125,153.91000366210938,28.204286575317383,75.27999877929688
2017-06-22,58.36784362792969,34.516380310058594,153.39999389648438,28.167325973510742,76.52200317382812
2017-06-23,57.55891799926758,34.670448303222656,155.07000732421875,28.05643081665039,76.69000244140625
2017-06-26,57.04853057861328,34.56142044067383,153.58999633789062,28.204286575317383,75.49800109863281
2017-06-27,56.701839447021484,34.06605911254883,150.5800018310547,27.871606826782227,72.4739990234375
2017-06-28,57.20261001586914,34.56379699707031,153.24000549316406,28.04903793334961,74.24800109863281
2017-06-29,56.75091552734375,34.05420684814453,151.0399932861328,27.81245231628418,72.1500015258789
2017-06-30,57.24314498901367,34.13479995727539,150.97999572753906,27.893781661987305,72.3219985961914
2017-07-03,57.06942367553711,34.01155471801758,148.42999267578125,28.17471694946289,70.52400207519531
2017-07-05,57.68710708618164,34.15138244628906,150.33999633789062,28.182106018066406,65.41799926757812
2017-07-06,57.156280517578125,33.82904052734375,148.82000732421875,27.845088958740234,61.76599884033203
2017-07-07,57.5519905090332,34.172706604003906,151.44000244140625,27.69530487060547,62.64400100708008
2017-07-10,57.77397537231445,34.38128662109375,153.5,27.58296775817871,63.209999084472656
2017-07-11,57.716064453125,34.49268341064453,155.27000427246094,27.410717010498047,65.44400024414062
2017-07-12,58.613651275634766,34.54246139526367,158.89999389648438,27.58296775817871,65.90399932861328
2017-07-13,59.05762481689453,35.023597717285156,159.25999450683594,27.118633270263672,64.68199920654297
2017-07-14,59.376129150390625,35.32460021972656,159.97000122070312,27.186038970947266,65.55599975585938
2017-07-17,59.40509033203125,35.447853088378906,159.72999572753906,27.253440856933594,63.91400146484375
2017-07-18,59.07693862915039,35.57109832763672,162.86000061035156,26.95387077331543,65.64800262451172
2017-07-19,59.24101638793945,35.79389190673828,164.13999938964844,27.0587215423584,65.052001953125
2017-07-20,58.85494613647461,35.632720947265625,164.52999877929688,27.350799560546875,65.98400115966797
2017-07-21,59.23133850097656,35.61613845825195,164.42999267578125,27.343305587768555,65.68000030517578
2017-07-24,59.35683059692383,36.04750061035156,166.0,27.133607864379883,68.50399780273438
2017-07-25,58.4302864074707,36.20155334472656,165.27999877929688,27.126127243041992,67.91999816894531
2017-07-26,57.638851165771484,36.37221145629883,165.61000061035156,28.4816837310791,68.7699966430664
2017-07-27,57.82222366333008,35.684871673583984,170.44000244140625,29.515199661254883,66.89199829101562
2017-07-28,57.98630905151367,35.43363571166992,172.4499969482422,29.208145141601562,67.01399993896484
2017-07-31,57.70641326904297,35.251121520996094,169.25,29.208145141601562,64.69400024414062
2017-08-01,57.8511848449707,35.563995361328125,169.86000061035156,29.11827278137207,63.91400146484375
2017-08-02,58.10212326049805,37.24441146850586,169.3000030517578,28.66142463684082,65.1780014038086
2017-08-03,58.26620101928711,36.87230682373047,168.58999633789062,28.66890525817871,69.41799926757812
2017-08-04,58.03456115722656,37.06666564941406,169.6199951171875,28.781253814697266,71.38200378417969
2017-08-07,58.748775482177734,37.64023971557617,171.97999572753906,28.848649978637695,71.03399658203125
2017-08-08,58.04421615600586,37.94123840332031,171.22999572753906,28.72882080078125,73.04399871826172
2017-08-09,57.60024642944336,38.17351150512695,171.17999267578125,28.72882080078125,72.70600128173828
2017-08-10,56.528926849365234,36.95762634277344,167.39999389648438,28.601505279541016,71.08000183105469
2017-08-11,57.26244354248047,37.471580505371094,168.0800018310547,28.534101486206055,71.5739974975586
2017-08-14,57.54233169555664,38.0355110168457,170.75,28.83367347717285,72.76000213623047
2017-08-15,57.310699462890625,38.45191192626953,171.0,28.57903480529785,72.46600341796875
2017-08-16,59.974517822265625,38.2972526550293,170.0,28.6314640045166,72.58200073242188
2017-08-17,58.739131927490234,37.56199264526367,166.91000366210938,28.159643173217773,70.38400268554688
2017-08-18,59.115543365478516,37.476341247558594,167.41000366210938,27.98738670349121,69.49199676513672
2017-08-21,59.58845901489258,37.40733337402344,167.77999877929688,28.144664764404297,67.5719985961914
2017-08-22,60.76594161987305,38.01884841918945,169.63999938964844,28.444229125976562,68.2699966430664
2017-08-23,60.58256149291992,38.06644058227539,168.7100067138672,28.3992919921875,70.55400085449219
2017-08-24,60.495697021484375,37.89750671386719,167.74000549316406,28.219554901123047,70.58599853515625
2017-08-25,60.708038330078125,38.03788375854492,166.32000732421875,28.451725006103516,69.61000061035156
2017-08-28,61.24851989746094,38.420982360839844,167.24000549316406,28.414274215698242,69.13200378417969
2017-08-29,61.27747344970703,38.76361846923828,168.0500030517578,28.34687614440918,69.47200012207031
2017-08-30,61.673187255859375,38.86831283569336,169.9199981689453,28.212066650390625,70.63600158691406
2017-08-31,62.46460723876953,39.02298355102539,171.97000122070312,28.054790496826172,71.18000030517578
2017-09-01,62.1364631652832,39.03487014770508,172.02000427246094,28.069765090942383,71.08000183105469
2017-09-05,62.049598693847656,38.56612014770508,170.72000122070312,27.777685165405273,69.91799926757812
2017-09-06,62.45496368408203,38.525672912597656,172.08999633789062,27.38824462890625,68.90599822998047
2017-09-07,62.86998748779297,38.37101364135742,173.2100067138672,26.661787033081055,70.12200164794922
2017-09-08,62.754154205322266,37.745216369628906,170.9499969482422,26.654300689697266,68.68000030517578
2017-09-11,63.80617904663086,38.42811965942383,173.50999450683594,26.76663589477539,72.73799896240234
2017-09-12,63.83512496948242,38.275840759277344,172.9600067138672,27.15608024597168,72.55000305175781
2017-09-13,63.15953063964844,37.9879150390625,173.0500030517578,27.373262405395508,73.24600219726562
2017-09-14,63.39115905761719,37.661930084228516,170.9600067138672,27.201013565063477,75.52799987792969
2017-09-15,63.66140365600586,38.04265594482422,171.63999938964844,27.785173416137695,75.96199798583984
2017-09-18,63.77722930908203,37.754730224609375,170.00999450683594,28.02483558654785,77.0
2017-09-19,63.86409378051758,37.769012451171875,172.52000427246094,28.61648941040039,75.0199966430664
2017-09-20,63.786865234375,37.13608169555664,172.1699981689453,28.781253814697266,74.78199768066406
2017-09-21,63.62279510498047,36.498374938964844,171.11000061035156,28.623977661132812,73.2959976196289
2017-09-22,63.4876708984375,36.14146423339844,170.5399932861328,28.901073455810547,70.21800231933594
2017-09-25,62.474273681640625,35.8226203918457,162.8699951171875,29.298011779785156,68.99800109863281
2017-09-26,61.87587356567383,36.43890380859375,164.2100067138672,28.998443603515625,69.05000305175781
2017-09-27,62.146121978759766,36.698265075683594,167.67999267578125,29.035877227783203,68.19400024414062
2017-09-28,61.75039291381836,36.47220993041992,168.72999572753906,29.238096237182617,67.91999816894531
2017-09-29,61.96273422241211,36.672088623046875,170.8699951171875,29.33545684814453,68.22000122070312
2017-10-02,62.73838424682617,36.598323822021484,169.47000122070312,29.29051971435547,68.30599975585938
2017-10-03,63.00917053222656,36.75774002075195,169.9600067138672,29.567623138427734,69.62799835205078
2017-10-04,63.66683578491211,36.519805908203125,168.4199981689453,29.582605361938477,71.00199890136719
2017-10-05,63.541107177734375,36.974266052246094,171.24000549316406,29.590087890625,71.06600189208984
2017-10-06,64.1794204711914,36.95285415649414,172.22999572753906,29.26401138305664,71.3759994506836
2017-10-09,64.3728256225586,37.08134841918945,172.5,29.044097900390625,68.58799743652344
2017-10-10,64.4115219116211,37.09563446044922,171.58999633789062,29.195762634277344,71.11799621582031
2017-10-11,64.43087768554688,37.25029754638672,172.74000549316406,28.960676193237305,70.91999816894531
